number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
18,160.1614214201936,0.7153777699154373,False,False,False,False,False,True,False,True,False,True,large,12.0,0.09744123482675313,4,81,0.39523311390143173,995,11,none,3.7998331368294036e-06,0.0002471456357305391,distance_n_turbines,0.5652521728246435,0,True,COMPLETE
19,132.90590337312332,0.6160802306739115,False,True,True,True,False,True,False,False,False,True,large,,0.05719095757939581,8,46,0.31385530437630144,823,28,small,1.2689870152890651e-07,3.0918363909904785e-05,mean,0.6621989844537903,0,False,COMPLETE
20,136.0145434795218,0.7986992565080893,False,True,True,True,False,True,False,False,False,True,none,,0.04723397651144194,6,65,0.2789191896642223,705,53,small,0.0005476574893926741,3.851906065751319e-07,capacity,0.5328495300412692,0,False,COMPLETE
21,127.16040814654104,0.7258410896242614,False,True,True,True,False,True,False,False,False,True,large,,0.03077918975193046,3,63,0.3519428565947589,942,20,small,1.0495517309946916e-06,4.583473291482106e-06,max,0.5053121246235837,0,False,COMPLETE
22,128.25384325551065,0.7253017618006169,False,True,True,True,False,True,False,False,False,True,large,,0.02760200899167198,3,85,0.3964221221966521,923,30,small,5.393010139940789e-07,5.347500459036821e-06,max,0.5464831483904147,0,False,COMPLETE
23,127.2486225610068,0.6662599801725549,False,True,True,True,False,True,False,False,False,True,large,,0.025596284860330273,4,86,0.41126438977707713,900,10,small,2.591060407222181e-07,1.3647996549957667e-05,max,0.6320586995233438,0,False,COMPLETE
24,128.44806238517177,0.5701123249843575,False,True,True,True,False,True,False,False,False,True,large,,0.026234652437233556,5,89,0.4900390119375945,851,10,small,9.917845831455753e-08,0.00018057484379320593,None,0.634993429351699,0,False,COMPLETE
25,130.7278061612498,0.6656121796711008,False,True,True,True,False,True,False,False,False,True,large,,0.03183657688982737,4,73,0.4407794166889646,783,43,none,3.5023325793336554e-08,2.0731118421460804e-05,max,0.6943962677731922,0,False,COMPLETE
26,138.91985858800572,0.6165535784188734,True,False,False,False,False,False,False,True,True,True,large,12.0,0.02026849384704375,7,60,0.31981581173011875,901,76,small,1.1418968275179193e-05,3.53341751715452e-07,max,0.5748789722386742,0,True,COMPLETE
27,137.6912397190522,0.5722271097102499,False,True,True,True,False,True,False,False,False,True,large,1.0,0.08441231561382918,4,99,0.39841364336910307,935,140,small,0.00010685641525430708,1.0451985604087258e-06,None,0.8110173931733825,0,False,COMPLETE
28,137.24606602870563,0.6954667402471827,False,True,True,True,False,True,False,False,False,True,none,6.0,0.0513209233079054,9,72,0.4210265386915415,864,19,small,4.278027294493678e-07,8.379272011140504e-05,max,0.6097875377206323,6,False,COMPLETE
29,139.32163899699844,0.7681697883545122,True,True,True,True,False,True,False,True,False,True,large,6.0,0.016825093387857835,6,38,0.27818325911492736,996,37,none,3.351878550876554e-08,0.003334256024962098,max,0.87485335735108,0,False,COMPLETE
