number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
10,1059.48543559205,0.6974735667081529,True,False,True,True,False,True,True,False,True,True,none,0.031713833066497076,10,5,867,large,2.077207192891907e-05,0.001233562135643886,idw,0.5111188398918299,0,False,False,COMPLETE
11,1040.1396471705161,0.7134059878036263,True,True,False,True,False,False,True,False,False,False,small,0.09768261522264278,9,3,305,large,9.17808388593008e-06,1.539224940350402e-05,mean,0.6335120433184198,0,False,False,COMPLETE
12,1030.5404320284872,0.781590350309723,True,True,False,True,False,True,True,True,True,False,large,0.02716870803998123,6,4,774,large,5.215302724434225e-06,2.3635216581295466e-07,None,0.5251309134735004,0,True,False,COMPLETE
13,1051.8207957625364,0.6248649789442319,True,True,False,True,False,False,True,False,False,False,small,0.1234896243599313,3,7,416,large,1.1661595951217587e-08,9.724023452549687e-05,capacity,0.8392209004841673,0,False,False,COMPLETE
14,1054.5961867091671,0.6392198938320639,True,True,True,True,False,False,True,True,False,False,none,0.06154349422000464,8,6,737,large,0.0001791093220874006,0.005258874520126435,idw,0.7050796139689661,0,True,False,COMPLETE
15,1233.3593958133147,0.839011170349387,True,True,False,True,False,True,True,False,True,False,large,0.2967699979328663,6,3,410,small,1.3422305707244694e-06,4.573116358164237e-07,mean,0.5972177071375471,6,False,False,COMPLETE
16,1061.6711041193284,0.5123329500663845,True,True,False,True,False,False,False,False,False,False,small,0.12847667835423834,4,1,708,large,2.43909588667895e-08,7.671635916603119e-05,capacity,0.8741834644118023,0,False,False,COMPLETE
17,1009.0859742556937,0.7511539929081099,True,True,True,True,False,True,True,True,True,False,small,0.01808763759652007,8,3,857,large,0.5206624123082217,1.3213626560433275e-08,None,0.6862992715532907,0,True,False,COMPLETE
18,1123.5295838225059,0.745379330070458,False,False,True,False,True,True,True,True,True,True,large,0.013922189281081137,9,6,850,small,0.43864436896381015,1.0256440729769971e-08,None,0.5698391679500092,6,True,False,COMPLETE
19,1096.1238940656242,0.5729219308985394,True,True,True,True,False,True,True,False,True,False,none,0.01834909408432487,8,4,998,none,0.9681392727910527,5.2301689575563034e-08,None,0.6919644330180013,2,False,False,COMPLETE
20,995.7547205592541,0.7739499104030578,True,True,True,False,False,True,True,True,True,False,large,0.02575683694174582,10,4,893,large,0.001113341676972437,1.4108351250545256e-06,idw,0.5494061008579173,6,True,False,COMPLETE
21,1000.8527705958417,0.6941376555728734,True,True,True,False,False,True,True,True,True,False,large,0.022896271284957432,10,4,905,large,0.0017981958287309882,1.3909243763397826e-06,idw,0.5514450512628851,6,True,False,COMPLETE
22,1007.8914438534503,0.7744105902794073,True,True,True,False,False,True,True,True,True,False,large,0.023337568773160004,10,3,907,large,0.002199502334576301,8.073757900849197e-07,idw,0.5006505317568664,6,True,False,COMPLETE
23,988.4689155413606,0.7950804003087302,True,True,True,False,False,True,True,True,True,False,large,0.029842435768276235,10,4,923,large,0.001960249408300098,1.2357000082706883e-06,idw,0.5004966994050958,6,True,False,COMPLETE
24,1009.3968026995323,0.8143857539607231,True,True,True,False,False,True,True,True,True,False,large,0.038964193290386556,10,4,932,large,0.005888241968473023,1.114275380903735e-06,idw,0.5517063594863622,6,True,False,COMPLETE
