number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
10,957.7817534595839,none,0.7034042950424162,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,1.0,0.04092827558103937,5,1,303,medium,8.356170876111664e-06,1.2590011909641512e-08,none,distance_population,0.5757999816004633,small,COMPLETE
11,992.3615576251788,none,0.7085168613084778,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,1.0,0.040917517528867964,5,1,301,medium,9.211045367949969e-06,1.066888139928265e-08,none,distance_population,0.5065436580825998,small,COMPLETE
12,1688.7001837605958,none,0.6741158397628385,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,1.0,0.010265580862055786,4,1,322,medium,3.764993360889512e-06,4.4621499217800363e-07,none,distance_population,0.6404471212796019,small,COMPLETE
13,1010.3915985448803,none,0.8086496261714644,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,1.0,0.04226820554064484,5,4,380,medium,2.4008763916393936e-06,1.076619171064831e-08,none,mean,0.5219182381851215,small,COMPLETE
14,984.4679931746074,none,0.5213578966038933,False,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,True,1.0,0.05473896152978814,5,3,737,medium,0.4023438106318166,7.007479132387517e-07,short,distance_population,0.7021006278576357,small,COMPLETE
15,975.2159520926951,none,0.7390931200867495,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,1.0,0.02889024326681184,4,1,410,medium,0.004553716506490808,1.4943188416786323e-07,none,distance_energy,0.5705916094851513,medium,COMPLETE
16,1553.4348434315427,none,0.9463843024333394,False,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,1.0,0.28664774853752495,10,8,506,medium,1.1691488816885707e-08,3.512293499478387e-06,none,distance_population,0.6939849718364858,small,COMPLETE
17,1145.1421095008175,small,0.8196108146638929,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,1.0,0.013651022452350465,4,5,362,medium,8.589834621404198e-07,2.002693229188878e-08,short,distance_population,0.595768591133991,small,COMPLETE
18,1231.7412300392532,none,0.6552292142914263,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,True,1.0,0.031865197867140614,7,2,721,none,4.02337462569033e-05,2.5126894523140645e-06,none,population,0.688262926497496,none,COMPLETE
19,1083.095218193772,none,0.7156729640292112,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,6.0,0.06374778818499306,6,7,458,small,0.00040351843889212415,1.0506388032733118e-07,short,distance_energy,0.561094493146548,medium,COMPLETE
20,1241.9276833304466,small,0.9285676038956803,False,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,True,,0.02011394239014119,5,2,834,medium,0.01508814555706356,1.861938475970948e-05,none,None,0.7390895353337339,small,COMPLETE
21,998.3975342462066,small,0.5592946829891169,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,12.0,0.07545023449384318,10,3,540,none,3.3708390806384165e-05,0.0005158988814552321,long,energy,0.6190509257561974,none,COMPLETE
22,1137.1888100712918,small,0.6139962803052759,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,12.0,0.04203601804891142,9,3,659,none,0.00015384508461228986,0.004366190087744204,long,mean,0.6522222174334734,none,COMPLETE
23,1149.4744518205066,small,0.5012307765154599,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,1.0,0.08361189446025404,7,4,356,none,1.1261513895399893e-05,0.000958381551047522,long,energy,0.5551589073883315,none,COMPLETE
24,1051.394404397687,small,0.5579197393301114,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,1.0,0.054192853595179856,9,2,458,none,5.379719064198786e-07,0.00012364953474472304,long,distance_population,0.6714086618418621,none,COMPLETE
25,976.5172854567096,none,0.6825578814860499,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,12.0,0.03419243797695194,4,1,654,none,0.0013565974429401637,0.004289422571082349,long,distance_population,0.6011178500194002,none,COMPLETE
26,1680.528635708474,small,0.7786401311375601,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,,0.023109923088883755,6,3,577,medium,3.122580105658699e-05,0.04795254376016563,short,energy,0.7238918193554016,none,COMPLETE
27,1220.8364329109813,none,0.5966048223629723,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,6.0,0.11001264568925054,9,2,301,medium,1.974022962538547e-06,4.336803136461555e-07,none,distance_population,0.7816118575348806,none,COMPLETE
28,1034.1848195156756,none,0.830559786337394,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,1.0,0.016078690474173363,5,5,414,small,1.1092601584384669e-08,5.476402478946582e-08,short,max,0.6529154651299071,medium,COMPLETE
29,1152.9769382822617,small,0.9189187260503077,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,6.0,0.0252146736577973,3,1,479,none,1.2896052607358838e-07,0.29704359081656984,long,population,0.5447201340413738,small,COMPLETE
