number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_base_models_pred_intervals,params_use_solar_geometry,params_vapor_pressure,state
11,290.114905894302,medium,0.504408574922363,False,False,True,True,True,False,True,False,False,True,False,0.03136895673130649,8,1,730,none,0.7259470614913486,0.6271568759353912,medium,idw,0.8002733541636218,False,False,True,COMPLETE
12,322.8768384568699,medium,0.6225253363485446,False,False,False,True,False,False,True,False,False,True,False,0.29544787635162134,8,6,305,none,0.17230371357900176,0.00015490777222915822,none,distance_capacity,0.7775266683781543,False,False,True,COMPLETE
13,289.6297987107609,medium,0.6015399896339959,False,False,True,True,True,False,True,True,False,True,False,0.03379336914469426,7,2,721,none,2.4172493666081947e-06,1.1222842632302386e-08,large,distance_n_panels,0.8441137848042793,False,False,True,COMPLETE
14,297.2632023205923,none,0.7988303217188588,True,False,False,True,False,True,True,True,False,True,True,0.010311966574544446,3,5,828,none,0.08604116564245913,3.6137095355095425e-05,small,distance_n_panels,0.7159185241199878,False,False,True,COMPLETE
15,299.2411157481677,medium,0.5061550353069971,False,False,True,True,True,False,True,False,False,True,False,0.10658499806255062,9,3,593,small,0.0010085219651735206,4.4424343760916623e-07,large,distance_capacity,0.9985096840780647,False,False,True,COMPLETE
16,292.60065896964556,none,0.7204947127616897,False,False,True,True,False,True,True,False,False,True,True,0.021251124156634743,9,2,667,none,0.04561362312259062,0.00045776913222174404,none,n_panels,0.7367731438266106,False,False,False,COMPLETE
17,312.32548814514206,small,0.5821461371564038,False,False,False,True,True,False,True,True,False,True,False,0.1871499554837011,5,6,843,none,1.3689421933771005e-08,2.758561059387953e-07,medium,idw,0.6524719513122508,False,False,True,COMPLETE
18,290.3823918439626,medium,0.6612100771567431,True,True,True,True,False,False,True,True,False,True,True,0.04007668609789431,7,3,664,small,0.5041503982709378,2.1025945177706277e-05,small,capacity,0.8495007067025409,False,True,True,COMPLETE
19,285.55157654208693,none,0.7790874324930867,False,False,False,True,True,True,True,False,False,True,False,0.10544460481474614,8,5,778,large,1.876440344166038e-06,0.7984932333434098,large,max,0.5799090741352004,False,False,False,COMPLETE
20,297.79380692516037,none,0.7881101655028214,False,False,True,True,True,True,True,False,False,True,False,0.08439564301638099,10,5,919,large,5.69022135846143e-07,0.559876030399219,large,max,0.5111201460175804,False,False,False,COMPLETE
21,310.8159056375227,none,0.8572689235165953,False,False,False,True,True,True,True,False,False,True,False,0.1675501324360584,8,2,769,large,1.5957497701973154e-06,0.2318882069159897,large,max,0.5913652993348341,False,False,False,COMPLETE
22,282.72250118459914,none,0.7450996898092783,False,False,False,True,True,True,True,False,False,True,False,0.04200570528131951,8,5,789,large,0.000517807833785797,0.091212206442058,large,distance_n_panels,0.5869170398478273,False,False,False,COMPLETE
23,281.2140778062366,none,0.7538925223678293,False,False,False,True,True,True,True,False,False,True,False,0.042115771833177,9,5,774,large,0.0006120191756498578,0.0561092627561331,large,distance_capacity,0.5862745832706309,False,False,False,COMPLETE
24,285.8506111765966,none,0.7506932985886727,False,False,False,True,True,True,True,False,False,True,False,0.04386211176557974,9,7,888,large,0.00037691140865674506,0.02435333897586525,large,distance_capacity,0.6189917170815961,False,False,False,COMPLETE
