number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,params_use_base_models_pred_intervals,state
15,2100.6581203896308,medium,0.8004151779071278,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.01743041473925178,8,5,581,none,8.292407544157347e-07,0.03941268204218092,long,None,0.7321794105581212,none,True,COMPLETE
16,2086.0113976789344,medium,0.8504733990973278,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.011946370102198291,8,6,537,none,3.9215539311587194e-07,0.5670176603730643,long,None,0.7681320455603807,none,True,COMPLETE
17,2097.1438143670225,medium,0.8765206271810846,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.010512343076054814,8,6,513,medium,2.255922014362646e-07,0.596414309297487,long,None,0.7538538652106357,small,True,COMPLETE
18,2308.2564522770067,medium,0.9097867693371027,False,True,True,True,False,True,True,True,False,False,True,False,False,False,True,False,True,0.011651323849546374,7,6,355,medium,1.2070940350653573e-08,0.9441089883012268,none,None,0.7776228509030713,small,True,COMPLETE
19,2168.826724245684,medium,0.8811303690236871,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.0102905062151107,10,6,500,medium,2.703825968125812e-07,1.9326152454829488e-08,long,None,0.7839975818418135,small,True,COMPLETE
20,2059.4070038677323,medium,0.9688191492643055,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.014526738481368979,7,7,519,medium,0.00272074963352543,0.11611001614122411,long,None,0.9206583746590722,small,True,COMPLETE
21,2053.5553233420837,medium,0.9806419751862714,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.015045834348024104,7,7,514,medium,0.0008848994349653601,0.9617771885667002,long,None,0.7161104354017588,small,True,COMPLETE
22,2082.5236202983,medium,0.9996018191891345,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.015340217207787879,7,7,416,medium,0.0023345287130201895,0.11986177359213593,long,None,0.9103711144804864,small,True,COMPLETE
23,2083.7149213171133,medium,0.9992857239425245,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.021006742347427085,7,8,392,medium,0.0028788642354686655,0.08138333306031631,long,None,0.9200588694579719,small,True,COMPLETE
24,2131.944999788788,medium,0.9406650625892221,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.014940696105057666,7,7,308,medium,0.0020755499886971427,0.10580662199569445,long,None,0.9161650219731324,small,True,COMPLETE
25,2174.94789745306,small,0.9720895704266268,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.04901725542431185,5,8,424,medium,0.0017008297078443518,0.00010679421785322234,none,mean,0.999575524221731,small,True,COMPLETE
26,2283.18868443579,medium,0.9293112279890012,False,True,True,True,False,True,True,True,False,False,True,False,False,False,True,False,True,0.02376473278079858,5,7,395,medium,3.2855083477566774e-05,0.0022184472582021395,long,distance_population,0.9317930587409057,small,True,COMPLETE
27,2227.3675912161634,medium,0.9859412477042621,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.015662937867207516,7,9,614,medium,0.010743014637336549,0.11285747187884379,long,population,0.8120255262107733,small,True,COMPLETE
28,2127.111391336116,medium,0.9446262810083175,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.04381474553932227,9,8,463,medium,0.00048568287202297643,5.031290625101018e-07,long,None,0.701957025460625,small,True,COMPLETE
29,2290.9525673609173,small,0.9022814033617936,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,0.01434504154307823,5,10,529,medium,0.3108963259984516,0.9439666430223194,none,None,0.9693412287649096,small,True,COMPLETE
30,2120.5909182631335,medium,0.9940361902766687,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.02285473732583327,7,5,620,medium,0.0004873182953962651,0.06873920428001552,long,distance_energy,0.8903266453752628,small,True,COMPLETE
31,2043.6646903643148,medium,0.9997675744353454,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.021058899974071815,7,8,371,medium,0.0037355844100572773,0.20075365160755185,long,None,0.9308141133040146,small,True,COMPLETE
32,2117.917646770443,medium,0.9591697709443168,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.013229602171396659,7,7,367,medium,0.00744934541164751,0.19862643482025027,long,None,0.9480564708458982,small,True,COMPLETE
33,2213.421236052923,medium,0.9125971860153681,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.01896708131117608,6,8,477,medium,0.03656205226457768,0.008677983208675988,long,distance_population,0.8883903536819296,small,True,COMPLETE
34,2153.035833010176,medium,0.9552656692379734,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,0.10727425297933461,7,9,307,medium,3.898225096820906e-05,0.22507680279212977,none,None,0.8185498887970564,small,True,COMPLETE
35,2090.8830279993585,medium,0.9900193183381386,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,True,0.027343578565266754,8,8,432,medium,0.1530009188697215,0.000674177087011499,long,None,0.9704095557929096,small,True,COMPLETE
36,2174.373790698908,none,0.7273027940963405,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,0.014856106602393445,6,7,371,medium,0.001046861932841759,0.2973741207309934,long,mean,0.8714800996317007,small,False,COMPLETE
37,2284.069018447945,medium,0.8351669629693429,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,0.023898597162905755,5,9,415,medium,0.00012871860027842543,0.04389620643651141,long,idw,0.9059105011768211,medium,True,COMPLETE
38,2205.8495665931664,small,0.8025077586778151,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True,False,0.04062849719547884,6,7,341,small,0.004823550132102225,0.003370405203463663,short,population,0.8089637875641412,small,False,COMPLETE
39,2215.9008396956356,none,0.9265216217621823,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,0.016251737620906762,9,6,550,medium,0.0002655483937012912,0.012745912149875872,none,None,0.9431954065594709,small,True,COMPLETE
40,2266.839013490766,medium,0.9725117695371095,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,0.030544414081928182,7,8,493,small,0.022331713489851718,4.2579720210536256e-05,long,distance_energy,0.9893634334007717,medium,False,COMPLETE
41,2052.2352539691897,medium,0.9887866995394075,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.021013679071418122,7,9,392,medium,0.004450745595722281,0.12721105204116662,long,None,0.9214784811929957,small,True,COMPLETE
42,2065.57501246949,medium,0.9576872484687398,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.013048061763943759,6,10,449,medium,0.0009779057281278196,0.18356819860416623,long,None,0.7187439548837942,small,True,COMPLETE
43,2059.9285881219034,medium,0.8863683169092257,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,0.012153911219553745,6,10,452,medium,0.0008180506593299114,0.44985042328101654,long,None,0.7239726358919301,small,True,COMPLETE
44,2180.4224226019737,medium,0.8697831785528116,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True,True,0.19385635027223758,6,9,841,medium,0.09529394618519296,0.3810905220945237,short,None,0.8530543456332655,small,True,COMPLETE
45,2369.925217182708,none,0.9289660920860111,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,0.019875216609191098,5,10,1000,medium,0.935647596610698,0.04275468904258643,long,idw,0.7385957747180004,small,True,COMPLETE
46,2245.760840749581,medium,0.9011394172430721,False,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,0.010026422776057427,6,10,334,medium,0.00533141049116366,0.9999955132353057,long,energy,0.6765075664120682,medium,True,COMPLETE
47,2263.146948609697,medium,0.9730695965358752,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,0.025223430763173547,8,9,394,small,4.6019539086780384e-05,1.445631062260067e-06,short,distance_population,0.8358588679588816,small,False,COMPLETE
48,2265.541141427317,small,0.7975885285760895,True,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,0.07496646736517633,3,9,481,medium,0.0003316847799567754,0.3835092656364958,long,mean,0.6215957166779902,small,True,COMPLETE
49,2052.227300446699,medium,0.9375687372003502,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,0.017714828793230476,8,8,606,medium,0.01692778654715649,0.0007142408072211251,long,None,0.7134305975965809,small,True,COMPLETE
