number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
16,250.52298371472116,0.6056068963998551,True,False,False,False,False,True,False,False,True,False,large,,0.08585779407121102,6,8,434,none,2.7133204052225674e-08,0.0019682260786278473,mean,0.9037935038361319,2,True,COMPLETE
17,343.39875033596763,0.7123394723600596,True,False,False,False,False,True,False,False,True,False,none,12.0,0.03663649786003647,5,8,525,none,2.037821188757635e-07,0.0016038249003483638,None,0.8747549104220752,2,True,COMPLETE
18,304.32621258155143,0.6060889604180077,False,False,False,False,False,True,False,False,False,False,none,6.0,0.10453411305912326,4,5,423,none,1.1586148793218197e-08,5.164707304670755e-07,idw,0.737885988545101,0,False,COMPLETE
19,282.4956375247589,0.6051231707181813,True,False,False,False,False,True,False,False,True,False,none,,0.1514955532663362,7,6,540,none,0.49541942588791926,0.0007519370919790544,distance_capacity,0.652513900701019,2,True,COMPLETE
20,257.5839062791445,0.8234637424307406,True,False,False,False,False,True,False,False,True,False,large,,0.0475171125341418,4,9,396,none,1.6662459141116017e-07,0.0002791856587364975,capacity,0.8591114708215297,2,True,COMPLETE
21,248.56832053049712,0.5019547524164345,True,False,False,False,False,True,False,False,True,False,none,,0.1835283952379358,4,9,367,none,1.1473857290651453e-07,3.910284997181472e-06,capacity,0.8372455210148191,2,True,COMPLETE
22,247.2116659634313,0.5793505315594876,True,False,False,False,False,True,False,False,True,False,none,,0.1751019031723732,5,9,382,none,1.2434140220103521e-07,3.7565553997795987e-07,capacity,0.9141056925248592,2,True,COMPLETE
23,256.6053275228092,0.5649670253118563,True,False,False,False,False,True,False,False,True,False,none,,0.18134869749722307,6,7,370,none,4.6600091980964885e-07,2.6861503539458264e-07,capacity,0.9207652572419253,2,True,COMPLETE
24,246.56893608744645,0.9775765635895016,True,False,False,False,False,True,False,False,True,False,none,,0.19111712673661796,5,9,470,none,1.0482484228943873e-08,1.704477312282861e-07,capacity,0.764505130859479,2,True,COMPLETE
25,245.667739994566,0.8390633232642829,True,False,False,False,False,True,False,False,True,False,none,,0.07133219000226024,5,8,491,none,1.6768844910810243e-08,1.070518256748454e-07,capacity,0.7798590474205747,0,True,COMPLETE
26,340.1629408736263,0.9649881319019762,False,True,False,False,False,False,False,False,False,False,none,12.0,0.06749800288176909,7,8,479,none,1.3080139516201937e-08,5.734123335713386e-08,capacity,0.7670425800374772,0,False,COMPLETE
27,322.2264668551103,0.989092390446638,True,False,False,False,False,True,False,False,True,False,large,6.0,0.03381525395606508,6,7,587,none,6.756729565244932e-07,6.569956593412307e-08,idw,0.6783179410717047,0,True,COMPLETE
28,277.91209163086256,0.8302561766652979,True,False,False,False,False,True,False,False,True,False,none,1.0,0.09417553677770395,5,6,589,large,1.0484475548937366e-08,1.4976308445053395e-05,distance_capacity,0.7321349452124392,0,True,COMPLETE
29,257.86541670083807,0.8484836369042924,False,True,False,False,False,False,False,False,True,False,none,1.0,0.01778744898427769,7,5,480,none,4.663354264168958e-08,1.775440038974225e-06,mean,0.7782623030686778,0,True,COMPLETE
