number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
10,1360.4088252570675,0.7174033217672325,True,True,True,True,False,True,True,False,False,False,large,0.28958226297452094,10,7,988,small,3.672392628482968e-08,1.1507177456627157e-08,idw,0.5052153685928258,2,False,True,COMPLETE
11,1109.2919629257105,0.8105799853220362,False,False,True,False,False,True,False,False,True,False,large,0.023120880769336476,4,3,723,none,9.64291497348541e-07,0.922260228731439,distance_n_turbines,0.6132559314962054,0,False,False,COMPLETE
12,1043.426412949451,0.6325476966901878,True,False,True,False,False,True,False,False,True,False,large,0.010376830355012964,8,1,796,small,0.05215657399624888,0.003419996346720349,distance_capacity,0.6279426581623339,2,False,False,COMPLETE
13,1221.4774385748535,0.6364728136632909,True,False,True,False,False,True,False,False,True,False,large,0.010819889507854258,8,3,305,small,0.6236872368262759,0.002771724774141918,distance_capacity,0.7012815563429863,2,False,False,COMPLETE
14,1058.309656380775,0.6250319467826999,True,True,True,True,False,True,False,False,False,False,large,0.010774346813200376,10,5,829,small,0.015677570650254248,0.0031637271756167814,distance_capacity,0.8106835967025012,2,False,True,COMPLETE
15,1039.0981591973925,0.6428553214157751,True,False,True,False,False,True,False,False,True,False,large,0.035652463944637114,8,2,849,small,0.02905418793605668,5.341832219817033e-05,mean,0.5246557512999437,2,False,False,COMPLETE
16,1028.6245940922734,0.6630481800028407,True,False,True,False,False,True,False,False,True,False,large,0.015517283220098403,9,10,926,small,0.026616001565329818,2.8874320083461267e-05,mean,0.5051741985209726,2,False,False,COMPLETE
17,1080.8066559104107,0.7352772339489528,True,False,True,False,False,True,False,False,True,False,large,0.03649143709194096,9,10,981,large,0.0070672703068897155,3.116931746633662e-05,mean,0.5047469783266991,2,False,False,COMPLETE
18,1080.8516708376553,0.6737460545265566,True,True,True,False,True,True,True,False,False,True,large,0.016589300491717463,9,7,857,small,0.036481400336764024,3.0352314584705426e-06,mean,0.5569266771627546,0,False,False,COMPLETE
19,1033.4882589288254,0.7861978811000938,True,False,True,False,False,True,False,False,True,False,large,0.03977965019186215,7,9,916,small,0.0015320357186089032,1.0144242650085712e-07,mean,0.5567839561205049,2,False,False,COMPLETE
20,1050.8713567727618,0.7862138606765267,True,False,True,False,False,True,False,False,True,False,large,0.046687899785475,7,9,922,large,0.0015360459202311701,7.03337558470289e-08,mean,0.5721681092987351,2,False,False,COMPLETE
21,1045.4132718978015,0.7573882722865186,True,False,True,False,False,True,False,False,True,False,large,0.01663797861267614,7,10,935,small,0.10042855741308739,0.00014793400966166842,mean,0.5449975758927883,2,False,False,COMPLETE
22,1062.142612626498,0.6605465899375553,True,False,True,False,False,True,False,False,True,False,large,0.03710719736977685,9,8,627,small,0.009016429231142417,2.1002030082663923e-07,mean,0.5001537045670922,2,False,False,COMPLETE
23,1034.162556615346,0.7574381424044725,True,False,True,False,False,True,False,False,True,False,large,0.0556582118120459,10,9,906,small,0.0028245778029690606,5.1577854829798295e-06,mean,0.6667124102850502,2,False,False,COMPLETE
24,1075.7799100991328,0.8602652978758247,True,False,True,False,False,True,False,False,True,False,large,0.058050688980467856,10,9,921,small,0.0004774867526041556,5.247005346616207e-06,mean,0.6717578131407222,2,False,False,COMPLETE
