number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
10,203.0792845517632,0.6854913907565445,True,True,True,False,False,False,False,False,True,True,none,,0.27580457879739617,5,98,0.4986092204541729,306,104,large,0.271638497277697,0.004251624062368075,None,0.9719027988806954,0,False,COMPLETE
11,197.55002293522207,0.5080038538552829,True,True,True,False,False,False,False,False,True,True,none,,0.28128003479018054,4,100,0.48901540594488013,305,107,large,0.842977505973391,0.0036218940414817734,None,0.9959690362159785,0,False,COMPLETE
12,202.54579638017825,0.5129465061324241,True,True,True,False,False,False,False,False,True,True,none,,0.288362555486112,3,97,0.4981931316676629,312,98,large,0.4673914870711196,0.006155366235660903,max,0.9916635042846427,0,False,COMPLETE
13,204.61040111367666,0.5057422316869006,True,True,True,False,False,False,False,False,True,True,none,,0.2987065504837134,3,100,0.4852168069246212,378,96,large,0.7331772493865161,0.013279571620209358,max,0.9845354117449917,0,False,COMPLETE
14,196.42656397172422,0.5128827146157837,True,True,True,False,False,False,False,False,True,True,none,,0.10845920162324978,3,81,0.3941269693409406,425,83,large,0.05095955740222343,0.0001594160043354552,max,0.8973113274741483,0,False,COMPLETE
15,278.1288219890123,0.9833401669539813,True,True,True,False,False,False,False,False,True,True,none,12.0,0.10346250586121435,6,82,0.38709570672447025,447,83,large,0.0290031191347016,0.00021224314199403766,max,0.8887692679925374,0,False,COMPLETE
16,259.67746661126813,0.6634922783772006,True,True,True,False,False,False,False,False,True,True,none,1.0,0.09354960345932828,5,83,0.39161366440912754,625,122,large,0.06780966495384587,4.088139471804688e-05,distance_n_turbines,0.9002462533214348,2,False,COMPLETE
17,203.82819700593816,0.5440984053911049,True,True,True,False,False,False,False,False,True,True,none,,0.17388949147640023,8,82,0.4329468006761446,418,78,large,0.0015515083861280005,0.0004683714540141712,distance_capacity,0.7535985284493825,0,False,COMPLETE
18,198.22918988998745,0.7012078991035093,True,False,False,False,True,False,False,False,True,True,none,,0.09446082231298422,3,90,0.3390145926322696,620,119,large,0.05900568777031824,1.1680195454846462e-05,None,0.9316767978633258,0,False,COMPLETE
19,199.83974367786524,0.6351614310520733,True,True,True,False,False,False,False,False,True,True,small,,0.19605307926312768,7,75,0.1815410863523009,729,81,large,1.928486418938813e-05,0.07743723553874021,max,0.868212282611856,2,False,COMPLETE
20,286.4932078225169,0.5486293231922587,True,True,True,False,False,False,False,False,True,True,none,12.0,0.11623224935409027,4,90,0.338320483185398,542,118,large,0.0026804002064532402,0.758607819363429,max,0.7657032176922247,0,False,COMPLETE
21,196.78511955921826,0.7130244232327511,True,False,False,False,True,False,False,False,True,True,none,,0.0732959851989201,3,90,0.3484280788003649,593,118,large,0.06250653843358238,7.914108119205767e-06,None,0.946907410660573,0,False,COMPLETE
22,201.02578371959328,0.948424703973286,True,False,False,False,True,False,False,False,True,True,none,,0.06894070750649998,4,90,0.4375407221119802,411,88,large,0.14875551293213923,5.866049796113286e-06,None,0.9417902493578261,0,False,COMPLETE
23,195.302089953104,0.7320603642212125,True,False,False,False,True,False,False,False,True,True,none,,0.0648737162671975,5,71,0.3341598240691985,583,110,large,0.8557164207121165,2.793905409549792e-07,None,0.8635956912537404,0,False,COMPLETE
24,268.96469962521513,0.725491466776141,True,False,False,False,True,False,False,False,True,True,none,1.0,0.06140902021555895,6,66,0.3268296314457208,722,131,large,0.021242532831052704,1.657830306226504e-07,None,0.8581212155921425,0,False,COMPLETE
25,197.9168306544913,0.8201621120767556,True,False,False,False,True,False,False,False,True,True,none,,0.03670251762473634,5,76,0.3142861406833732,558,114,large,0.000488483934943475,6.660156484686295e-07,None,0.780439913417767,0,False,COMPLETE
26,202.15585516783105,0.6581701426735396,True,False,False,False,True,False,True,True,True,False,none,,0.07016496216058205,3,62,0.3697346261079461,693,73,large,0.1296119797770039,1.5375598593495694e-07,idw,0.8529241196114722,0,True,COMPLETE
27,200.92915195890802,0.7187606306563724,True,False,False,False,True,False,False,False,True,True,none,,0.02224329896735309,8,48,0.22222701833909123,785,91,large,0.013683173749256353,7.349121367985604e-06,distance_capacity,0.7092301102477331,0,False,COMPLETE
28,201.67716173024291,0.770591687581362,True,False,False,False,True,False,False,False,True,True,large,,0.047996888725531005,4,71,0.4370530032963102,585,129,large,0.1598537594211126,6.047868996220426e-05,mean,0.9460656708259927,6,False,COMPLETE
29,325.00497819986737,0.8722787814828625,True,False,False,False,True,False,False,False,True,False,small,1.0,0.12460824672802037,5,53,0.3616710873509381,481,40,none,0.04455968065209383,4.536945481883596e-08,distance_n_turbines,0.9007462377876957,2,True,COMPLETE
