date,DA_auction_price
2024-10-18 01:00:00+00:00,37.151734025199765
2024-10-18 02:00:00+00:00,40.806060579092986
2024-10-18 03:00:00+00:00,43.78912958565681
2024-10-18 04:00:00+00:00,59.021115597232644
2024-10-18 05:00:00+00:00,72.77837509525521
2024-10-18 06:00:00+00:00,74.9959995495752
2024-10-18 07:00:00+00:00,66.02753565958263
2024-10-18 08:00:00+00:00,53.47597765611877
2024-10-18 09:00:00+00:00,48.83789162527436
2024-10-18 10:00:00+00:00,46.361606902003864
2024-10-18 11:00:00+00:00,47.83878617106324
2024-10-18 12:00:00+00:00,51.983249053281156
2024-10-18 13:00:00+00:00,59.53808134620803
2024-10-18 14:00:00+00:00,76.29849990933045
2024-10-18 15:00:00+00:00,100.09468325238886
2024-10-18 16:00:00+00:00,115.94718440006021
2024-10-18 17:00:00+00:00,111.16215592503274
2024-10-18 18:00:00+00:00,101.24880093261945
2024-10-18 19:00:00+00:00,96.93732034992904
2024-10-18 20:00:00+00:00,89.0675966882902
2024-10-18 21:00:00+00:00,88.95251301864973
2024-10-18 22:00:00+00:00,80.30068576748816
2024-10-18 23:00:00+00:00,81.7234808076656
2024-10-19 00:00:00+00:00,80.58106976700441
2024-10-19 01:00:00+00:00,83.11821698824171
2024-10-19 02:00:00+00:00,83.4647290555724
2024-10-19 03:00:00+00:00,82.3473792258356
2024-10-19 04:00:00+00:00,91.92098747508837
2024-10-19 05:00:00+00:00,95.39257711763933
2024-10-19 06:00:00+00:00,92.22778426238851
2024-10-19 07:00:00+00:00,82.76981023335017
2024-10-19 08:00:00+00:00,73.73691797644238
2024-10-19 09:00:00+00:00,60.66938341706707
2024-10-19 10:00:00+00:00,51.17066492561892
2024-10-19 11:00:00+00:00,43.676718070266105
2024-10-19 12:00:00+00:00,39.35053877923381
2024-10-19 13:00:00+00:00,46.8346439230876
2024-10-19 14:00:00+00:00,64.03410114938318
2024-10-19 15:00:00+00:00,86.06427510847278
2024-10-19 16:00:00+00:00,100.90169119552154
2024-10-19 17:00:00+00:00,99.55787908306914
2024-10-19 18:00:00+00:00,90.00347190507281
2024-10-19 19:00:00+00:00,84.06802212652869
2024-10-19 20:00:00+00:00,83.44386145284881
2024-10-19 21:00:00+00:00,76.70648547416695
2024-10-19 22:00:00+00:00,73.77178524947617
2024-10-19 23:00:00+00:00,69.05237614097267
2024-10-20 00:00:00+00:00,73.14075269095053
2024-10-20 01:00:00+00:00,70.85723808974264
2024-10-20 02:00:00+00:00,72.04788946791348
2024-10-20 03:00:00+00:00,70.3602659134552
2024-10-20 04:00:00+00:00,64.74339070556256
2024-10-20 05:00:00+00:00,65.60765776835588
2024-10-20 06:00:00+00:00,57.66452178361708
2024-10-20 07:00:00+00:00,46.706263961094336
2024-10-20 08:00:00+00:00,37.78572773052729
2024-10-20 09:00:00+00:00,27.374980054026125
2024-10-20 10:00:00+00:00,14.099286228567351
2024-10-20 11:00:00+00:00,8.20578121188258
2024-10-20 12:00:00+00:00,9.602771053873518
