method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-02T00:00:00+00:00,20296450.61885029,4505.158223508947,3732.5661403111058,43.4538086866329,73.61369265742971,-537.4379316057476,20007611.088521622,4472.986819623061,0.15692070398787594,0.8511904761904762,12558.322489300908
forecast,XGBoost,2024-12-05T00:00:00+00:00,4383674.799203538,2093.7227130648266,1552.4207812717987,25.861106636396258,43.999509604036,44.15195919218478,4381725.403703029,2093.2571279475032,0.7951343775815793,0.3869047619047619,2248.3796645383673
forecast,XGBoost,2024-12-12T00:00:00+00:00,22107613.39679075,4701.873392254491,3334.4458911532456,31.824612589728762,72.6327509121439,-2471.050617490496,16001522.242590591,4000.190275798214,0.5224585816084577,0.27976190476190477,2023.9816818038353
forecast,XGBoost,2024-12-19T00:00:00+00:00,3085463.7999184243,1756.5488322043382,1429.4318266369041,17.69380152514518,34.865598634956484,-259.62900797526066,3018056.5781362066,1737.255472904376,0.8788998750196457,0.5357142857142857,2946.8806124603407
forecast,XGBoost,2024-12-26T00:00:00+00:00,2215563.7186301895,1488.4769795432476,941.5637695675813,37.34749484049858,52.7223123269997,-165.84351221720416,2188059.648085652,1479.2091292598393,0.9423770858804424,0.44047619047619047,1887.0717046866298
forecast,XGBoost,2025-01-02T00:00:00+00:00,13037626.613317618,3610.7653777720893,2979.390306018648,32.84659462158684,62.11805686023892,-1126.7170388357977,11768135.327714708,3430.4715896964817,0.4584396418250499,0.125,2683.05110038367
forecast,ElasticNet,2024-12-05T00:00:00+00:00,14983689.394195747,3870.8770833230737,3018.774533724766,65.6723547281607,98.47495072968914,-1375.5881377302333,13091446.669531615,3618.2104236115974,0.2997557997632676,0.2916666666666667,3275.2479856756718
forecast,ElasticNet,2024-12-12T00:00:00+00:00,29038746.04499546,5388.761086279059,3849.8420287734325,96.11135180388531,111.97594673521797,-3276.2493576413913,18304936.19154983,4278.426836063675,0.3727407963153564,0.2857142857142857,3181.1253850531843
forecast,ElasticNet,2024-12-19T00:00:00+00:00,5085089.86537928,2255.014382521602,1706.5322948932092,15.884087723853618,34.21348431526405,-1022.7347788241989,4039103.437562697,2009.7520836070048,0.8004173575946525,0.7440476190476191,4831.5405484687235
forecast,ElasticNet,2024-12-26T00:00:00+00:00,39120043.33667252,6254.601772828748,3665.6611728199587,185.83821161565427,123.17114826067883,2171.268274393103,34405637.417286515,5865.631885593104,-0.017443496924635538,0.27380952380952384,4484.1275888445725
forecast,ElasticNet,2025-01-02T00:00:00+00:00,298776905.4419529,17285.164316313367,11254.82185702764,96.66553240861985,109.92521955591961,8637.640820113817,224168066.50465634,14972.243202161002,-11.410673562338914,0.32142857142857145,9539.859843325643
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-05T00:00:00+00:00,10723644.295059605,3274.6975883369146,2354.172121229626,38.62673285849026,72.14728889522706,-143.8438836052308,10702953.232208967,3271.536830330505,0.49884374098637896,0.7857142857142857,9686.63671116398
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-12T00:00:00+00:00,18366180.23524925,4285.57816814129,3024.5702294849216,56.67457867403023,86.57304770740039,-2692.185826437814,11118315.711176598,3334.413848216295,0.6032764096893053,0.7261904761904762,8656.140747318215
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-19T00:00:00+00:00,5364492.217295614,2316.1373485386425,1680.769860403879,17.920515842394014,40.88587763585706,-861.1526932489307,4622908.256205727,2150.0949412074174,0.7894512073070467,0.9166666666666666,12259.932856853204
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2024-12-26T00:00:00+00:00,2885178.7753554573,1698.5814008623365,1029.645883106051,79.82639408386474,70.3132639233995,-211.57303292410748,2840415.627094751,1685.3532647770767,0.924961576417822,0.8035714285714286,8267.610429715318
forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2025-01-02T00:00:00+00:00,20676712.61502716,4547.165338430874,3626.65665908087,38.76649172200429,69.4314335470309,-673.8111361549012,20222691.167820804,4496.964661615744,0.1411252813271664,0.8630952380952381,12390.876603845398
