number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_base_models_pred_intervals,params_use_solar_geometry,params_vapor_pressure,state
10,233.9829954756705,small,0.872185426629102,False,False,True,True,False,True,True,False,True,True,True,0.01001217008969627,5,10,492,small,0.0016836722768715816,0.00010673917502464884,small,distance_capacity,0.8347656047060014,True,False,False,COMPLETE
11,239.92089803826147,medium,0.7107056216791945,False,True,False,True,False,False,True,True,False,True,True,0.022939506159240654,5,1,301,small,6.783800476461108e-05,1.908788442130015e-08,small,distance_n_panels,0.9903117826020397,True,False,False,COMPLETE
12,216.15503663206354,small,0.8444240617789303,False,True,False,True,False,False,False,True,False,False,True,0.019847337441358536,4,5,325,small,0.004913793518481201,5.834959088322226e-06,small,max,0.5019016452555114,True,False,False,COMPLETE
13,234.82654694177572,small,0.8586110309970911,False,True,False,True,False,False,True,True,False,True,True,0.017739365128260506,4,5,454,small,0.001586182939210125,8.278186354036604e-05,small,max,0.5040855103941102,True,False,False,COMPLETE
14,254.21987049110646,small,0.6884022422335092,False,False,False,True,True,False,False,True,True,False,True,0.03871868819574596,6,5,736,small,0.0035095536137038892,3.3906628989558345e-05,large,n_panels,0.5151754881548655,True,True,False,COMPLETE
15,231.5781014942909,small,0.9976562378005422,False,True,False,True,False,True,True,True,False,True,True,0.015410793899290388,4,9,430,none,4.460712280033281e-06,0.0010653492553211713,small,max,0.6620030736140416,True,False,False,COMPLETE
16,266.6655788785728,none,0.8399977329887975,False,True,False,True,True,False,True,True,False,True,True,0.03355482867862469,7,5,550,small,0.01812436435108485,2.9149948401305324e-06,small,idw,0.7912454537113367,True,False,False,COMPLETE
17,232.60574578097018,small,0.6868979778051951,False,False,False,True,False,True,False,True,False,False,True,0.07014859320293847,4,1,764,small,0.0003702704061800086,0.0016985950831396527,small,max,0.5687967489459784,True,True,False,COMPLETE
18,241.9383069178799,none,0.9083489751812983,False,False,True,False,False,False,False,False,True,True,False,0.027712716055107684,6,4,374,none,1.419878780445549e-05,8.119443943329809e-06,large,distance_n_panels,0.6529505688340187,False,False,True,COMPLETE
19,208.76443800254128,medium,0.7294541853161018,False,True,False,True,True,True,True,True,False,False,True,0.015404749750391737,3,7,537,large,0.006491393250670729,3.8592917559115026e-07,small,mean,0.5479164049459282,True,True,False,COMPLETE
20,209.43527881685188,medium,0.6420081922389695,False,True,False,True,False,False,False,True,False,False,True,0.05124763203882612,3,7,405,large,0.020901393414559526,1.069940387513332e-08,small,mean,0.5016316518295819,True,False,False,COMPLETE
21,209.1720474612354,medium,0.6371198959825402,False,True,False,True,False,False,False,True,False,False,True,0.07097267994708609,3,7,398,large,0.020412418084501983,1.1450633611156979e-08,small,mean,0.501245946197133,True,False,False,COMPLETE
22,210.27997719576777,medium,0.6294685886855491,False,True,False,True,False,False,False,True,False,False,True,0.06155577656091666,3,7,406,large,0.03412987516312029,1.7756940837103715e-08,small,mean,0.5495320182585326,True,False,False,COMPLETE
23,233.7380190062918,medium,0.6386511535875634,False,True,False,True,False,False,False,True,False,False,True,0.11101416991617795,3,7,518,large,0.01857923939708974,1.1646406787630751e-07,small,mean,0.5476028109139226,True,False,False,COMPLETE
24,224.04885702361278,medium,0.7228518915215647,False,True,False,True,False,False,False,True,False,False,True,0.082612605193092,3,8,484,large,0.11124221367334515,1.0010220206864458e-08,small,mean,0.5392372919335462,True,False,False,COMPLETE
