number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
16,813.8060164855311,none,0.5058788010787008,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.06139451438056119,7,54,0.23774751697162055,511,70,small,0.03150704059435272,0.4582861907990639,long,None,0.9945526896258796,medium,COMPLETE
17,628.593881647365,none,0.5000946169756727,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.06361243481877359,12,57,0.15589900934003886,522,36,small,0.04310711361272568,0.6367584414246744,long,idw,0.9919138599208064,small,COMPLETE
18,738.6579941063713,none,0.5906673319900635,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,6.0,0.08720625039550443,14,8,0.17553578831737754,497,35,none,2.7371741218522408e-05,0.017232859728998958,long,idw,0.8569908152057575,small,COMPLETE
19,905.8767496514562,none,0.500805058310096,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,,0.0370164890461826,7,49,0.28027177177582135,449,30,medium,0.052095964599641796,0.026360144947807855,none,idw,0.9459790816433693,medium,COMPLETE
20,1016.6290456832475,none,0.9963150781961077,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.0892667088741037,12,63,0.13023893895231184,569,56,small,0.010283152648813118,0.0027859261162487066,long,max,0.7978346816625901,small,COMPLETE
21,607.8020365791348,none,0.535674337206364,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.03858997889975668,11,62,0.06692633311050808,541,75,small,0.10869264190428225,0.9028344990483643,long,distance_energy,0.9742000239186759,small,COMPLETE
22,631.420919703692,none,0.6119338892209546,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.035916050425980214,11,57,0.06798090248170556,683,91,small,0.15523794121714313,0.12416851344135196,long,distance_energy,0.9763309072782665,small,COMPLETE
23,714.1632227527989,none,0.5529082792137393,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.08759271649840562,8,44,0.21810075850543575,478,116,small,0.01469194403605446,0.3361193072157508,long,distance_energy,0.9039106826808577,small,COMPLETE
24,798.2260323173253,none,0.6840597068413266,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.03209697146281022,12,77,0.14372299981817968,558,60,small,0.14119061112498107,0.0018454209791373233,long,distance_energy,0.9311815794377585,small,COMPLETE
25,724.7026535480609,none,0.7810553956219634,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,12.0,0.06877385740390284,14,21,0.05776628393153871,721,100,small,0.012412389953948805,0.9989951595988741,long,idw,0.9967071582264632,small,COMPLETE
26,678.1213732111113,none,0.5442756424400905,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,12.0,0.04407342747981897,11,67,0.0964564218006311,602,34,small,9.284382435592848e-05,0.12540923839737955,long,mean,0.8712698834154335,small,COMPLETE
27,820.7164089159181,none,0.59508232409073,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,,0.02996726061370152,13,59,0.1466289749062465,522,133,small,0.0012973482778027702,0.007998813321633538,long,distance_energy,0.9545008271050164,small,COMPLETE
28,637.8867759393305,none,0.5425738679994513,False,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,6.0,0.07434715464810815,10,46,0.21187199679258245,464,42,none,0.16892032734442636,0.09957123530049035,none,mean,0.5997118266100814,none,COMPLETE
29,639.7526783051691,small,0.9058406613199852,False,False,True,True,False,True,True,False,False,True,True,True,False,True,True,True,False,1.0,0.11372834537665671,10,28,0.2747573249435604,322,64,medium,7.894319693742719e-05,0.2084061625766148,short,distance_population,0.9136639359632788,medium,COMPLETE
