number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
13,921.5945051755989,0.8717929077949609,True,True,True,False,True,True,False,False,True,True,none,,0.03574579114028497,10,38,0.3219084584413958,329,71,none,0.032120237542252544,1.520152091403791e-05,mean,0.5249650720398086,6,True,COMPLETE
14,1663.8145489157985,0.9184372111050146,True,True,True,False,True,True,False,False,True,True,none,12.0,0.02951206549752309,9,38,0.09125345658668287,320,120,none,0.05022769885851697,2.708114768055884e-05,mean,0.5327365808767003,6,True,COMPLETE
15,947.5332306542156,0.9104905405131023,True,True,True,False,True,True,False,False,True,True,small,,0.07585779035176117,10,42,0.3536610011325703,301,69,none,0.0634217489973611,2.3029439356757514e-05,mean,0.5989868699181919,2,True,COMPLETE
16,921.4773528956747,0.7923518032975015,True,True,True,False,True,True,False,False,True,True,none,,0.011384932940564862,7,25,0.46468510122528145,367,100,none,0.04148461062502014,3.204608661421648e-06,mean,0.5076164105832606,6,True,COMPLETE
17,789.9246712928331,0.7905988725376971,True,True,True,False,True,True,False,False,True,True,none,,0.011797558167750648,6,24,0.47590125116100607,566,103,large,1.721568271715151e-05,0.6352133663237081,None,0.5342713449281533,6,True,COMPLETE
18,1048.8970151879694,0.7853300953736855,True,True,True,True,True,True,False,False,False,True,small,12.0,0.010084792836023131,6,24,0.49684117242590525,526,96,large,3.282616794555411e-06,0.9370121248103761,None,0.503526113597002,0,True,COMPLETE
19,806.9583243141933,0.7858796075473448,True,True,True,False,True,True,False,False,True,True,large,,0.010365520098139716,5,23,0.47319842876760376,565,130,large,1.0934763385532156e-05,0.6179125253502222,None,0.5957164630211501,2,True,COMPLETE
20,811.8983687772696,0.7470585902336365,True,True,True,False,True,True,False,False,True,True,large,,0.022993871513505362,4,11,0.3994301387366843,557,126,large,1.3925558489898027e-05,0.9103125788491909,None,0.5939102388103481,2,True,COMPLETE
21,804.0830280491055,0.7377250229724652,True,True,True,False,True,True,False,False,True,True,large,,0.023258432111822002,4,5,0.4134089396957041,598,131,large,1.1085524883207891e-05,0.7067422545139823,None,0.5917214551504967,2,True,COMPLETE
22,808.2412891763197,0.8119197705969834,True,True,True,False,True,True,False,False,True,True,large,,0.014967914131924713,5,21,0.4948984643273536,732,133,large,4.964732239590391e-06,0.17083550191716695,None,0.5648905777402382,2,True,COMPLETE
23,813.5915429779499,0.6897515480074916,True,True,True,False,True,True,False,False,True,True,large,,0.01285662816581833,3,5,0.4467137328129542,618,131,large,5.407870607182514e-05,0.26134864861560153,None,0.6355917564770162,2,True,COMPLETE
24,789.5888252889032,0.7107544296914998,True,True,True,False,True,True,False,False,True,True,large,,0.023439814638783082,7,29,0.38014512655286586,532,109,large,1.1341052381365949e-06,0.008544480416883793,None,0.6908181506017554,2,True,COMPLETE
25,791.0119919593579,0.6133903553147821,True,True,True,False,True,True,False,False,True,True,large,,0.026030639793817024,8,15,0.3747050184867221,507,107,large,1.0624122343138485e-06,0.014174491563651196,None,0.7025746795141988,2,True,COMPLETE
26,940.233477437946,0.6205280998426052,False,True,True,True,True,True,False,True,False,True,large,6.0,0.02715608707914783,8,31,0.37106045570815893,498,109,large,8.191754009116895e-07,0.006041814717351482,None,0.6966865448916542,2,True,COMPLETE
27,1330.226885411923,0.6137549933815665,True,True,True,False,True,True,False,False,True,True,large,12.0,0.02006354223107956,8,50,0.376782754547508,374,83,large,1.0348818348134952e-08,0.00018546948615763263,idw,0.6889121386636502,2,True,COMPLETE
28,1207.2902461335088,0.7105900054527182,True,True,True,False,True,True,False,False,True,True,large,1.0,0.034111496989342655,7,17,0.29138953667810985,720,107,large,1.7084895026307637e-06,0.008727474747278797,distance_capacity,0.750760400889442,2,True,COMPLETE
29,860.4318270243703,0.5112237840151479,False,True,True,False,True,False,True,True,True,True,large,,0.29879899436701784,8,33,0.2772782533593945,416,88,large,0.0005635362685632466,0.1251852313621491,None,0.809412916710287,0,True,COMPLETE
