number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
10,224.89484513454295,0.9641223286633451,False,True,False,True,False,False,False,True,False,True,none,,0.013380840655467177,4,100,0.17557962035104852,781,100,large,1.0891870595522943e-07,0.00033365401354292537,distance_n_turbines,0.797143272458859,6,False,COMPLETE
11,216.8189883660493,0.8554261342207701,False,True,False,False,True,True,False,True,True,True,none,,0.012457870790479506,8,36,0.34388610073618336,537,150,large,0.5592168076944328,6.270442773808162e-08,None,0.6508426465792025,6,True,COMPLETE
12,213.68595012122213,0.6497089732039035,True,True,True,False,True,True,False,True,True,True,small,,0.019750996793182877,8,65,0.18453698832264442,509,88,large,1.047869395199979e-05,0.00010188108605000022,mean,0.8100846355267003,6,True,COMPLETE
13,218.7904658389472,0.626310890892772,False,True,True,False,False,True,False,True,True,True,none,,0.022251995829055782,10,71,0.17358601317174632,302,81,large,7.606899787263703e-06,0.0005933539449705138,mean,0.80290363941786,6,True,COMPLETE
14,215.1896604618535,0.5114959563833312,True,False,False,True,False,True,False,False,True,True,large,,0.018962768067828262,11,70,0.18268842378388334,698,107,large,8.35588321221927e-06,2.908980511942623e-05,mean,0.8478056294606132,6,True,COMPLETE
15,272.946208438913,0.8225458723228047,False,True,True,False,True,True,False,True,True,True,small,6.0,0.02445804050240288,8,80,0.22418968418080842,506,69,large,1.8541323393746913e-08,0.002601158535638625,mean,0.7124859234516935,6,True,COMPLETE
16,218.21157448778504,0.6456641403487916,True,False,True,False,False,True,False,True,True,True,none,,0.0639809254756064,4,61,0.006636287804883956,475,130,large,6.639545791302489e-07,1.823216911374454e-05,distance_n_turbines,0.7950883806920953,6,True,COMPLETE
17,210.38236092343973,0.9947093809451574,False,True,True,False,True,True,False,False,True,True,none,,0.017110559905857057,6,23,0.3739797740076083,827,93,none,0.008715581728657865,0.0049093634896596895,distance_capacity,0.8763842657033598,6,True,COMPLETE
18,214.28510240425928,0.7914690925957271,True,True,False,True,True,False,False,True,False,True,small,,0.01753892917024629,6,20,0.37855847740967674,885,94,none,0.0072490396534211285,0.01254591829300609,distance_capacity,0.9984339903914881,2,False,COMPLETE
19,292.4714366002151,0.8663328445661347,False,True,True,False,True,True,False,False,True,True,large,6.0,0.06501100988687965,6,36,0.23408568000801805,874,119,none,3.079728290882956e-05,0.23559288098294007,distance_capacity,0.8741274192818852,6,True,COMPLETE
20,217.3460927206751,0.9018556683896415,True,True,True,False,True,True,False,True,True,True,small,,0.02972595869627498,5,28,0.38506275779853444,810,138,none,0.016690188007194528,0.0023069074729453977,capacity,0.9444573545071391,6,True,COMPLETE
21,215.2540954134923,0.998972858210923,False,True,True,False,True,True,False,False,True,True,none,,0.015884841929355086,8,97,0.4954440153286789,656,66,none,4.716837694745346e-05,0.0001919546767533123,idw,0.8512245342460207,6,True,COMPLETE
22,215.39843033183092,0.9868876859864305,False,True,True,False,True,True,False,False,True,True,none,,0.010393915313314852,10,80,0.3817446848778311,469,89,large,0.0014816955099899917,3.4617114482383985e-06,distance_n_turbines,0.7680957274774992,6,True,COMPLETE
23,235.6968457855604,0.9490485945050114,False,False,True,False,False,True,False,False,True,True,none,,0.010102857208486254,3,61,0.1198857567893889,634,75,large,9.155060513663333e-07,0.03400682205145388,mean,0.6861094258829364,6,True,COMPLETE
24,212.93696388131866,0.8917284857738892,False,True,True,False,True,True,False,False,True,True,none,,0.024824349944763784,7,77,0.34202076945105325,690,54,none,0.000427422211866472,0.0013162913978278057,distance_capacity,0.8262294084152225,6,True,COMPLETE
25,212.83061141308653,0.8943319600976785,False,True,True,False,True,True,False,False,True,True,none,,0.02516133827379052,7,52,0.2762998305344482,993,108,none,0.052956092499073036,0.0023896150588005463,distance_capacity,0.8295413571613368,2,True,COMPLETE
26,209.75216829900623,0.9334011916954168,False,True,False,True,True,False,False,False,False,False,none,,0.025394266126101468,7,25,0.2634057819398641,981,105,none,0.10186839087429175,0.002191803330761302,distance_capacity,0.9152942999683238,2,False,COMPLETE
27,277.25176672893775,0.9074937564960833,False,True,False,True,True,False,False,False,False,False,none,6.0,0.049108615287012825,5,24,0.27174757900589036,993,109,none,0.07362049628257729,0.813773420173113,distance_capacity,0.9562206949247738,2,False,COMPLETE
28,281.4934600160109,0.9279054445069395,False,True,False,True,True,False,False,False,False,False,none,1.0,0.031428823275954344,7,17,0.25128493292217735,1000,120,none,0.23020796661622508,0.008897649306588463,distance_capacity,0.8871733040582747,2,False,COMPLETE
29,210.01673284980996,0.9679051390511697,False,True,False,True,True,False,False,False,False,False,none,,0.015188936458256629,9,35,0.327103423337698,890,100,none,0.03494909881177057,0.06328285653499872,distance_capacity,0.9410786560180481,2,False,COMPLETE
