number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
10,2138.389144465084,0.8423190851051511,False,False,False,False,True,True,False,False,True,False,large,,0.011198126001090644,3,79,0.46703665739367994,993,16,large,0.20614338038807772,1.2924256477067936e-08,mean,0.5393824380122691,0,True,COMPLETE
11,2122.641718907093,0.8186796564713629,False,False,False,False,True,True,False,False,True,False,large,,0.014149104837153583,3,81,0.4938308900441313,974,19,large,0.461890048849734,1.525832561651356e-08,mean,0.5039078995788835,0,True,COMPLETE
12,1983.0131880219335,0.8414904246494911,False,False,False,False,True,True,False,False,True,False,large,,0.011469919457768672,5,85,0.49528007528593765,818,11,large,0.2656818121363007,2.0016687577717255e-07,max,0.5927244553616673,0,True,COMPLETE
13,1935.6050591147668,0.8973979863438987,False,False,False,False,True,True,False,False,True,False,large,,0.021744457426585366,5,100,0.31665427853419725,811,15,large,6.068406130858594e-05,5.250533737233421e-07,max,0.6128959958991205,0,True,COMPLETE
14,1881.1149821901856,0.9022220219637422,False,False,False,False,True,True,False,False,True,False,none,,0.025803453882313806,6,97,0.33638974561329216,807,70,large,7.05152873778487e-05,7.603868230015184e-07,max,0.6610264411067679,0,False,COMPLETE
15,1835.2651016066593,0.7641040168129429,False,False,False,False,True,True,False,False,True,False,none,,0.1181156709189281,11,55,0.3155261005746032,316,146,large,8.982309206879192e-05,1.337881970617652e-06,max,0.6866698381218441,0,False,COMPLETE
16,2319.919685336536,0.74713424689943,False,False,False,False,True,True,False,False,True,False,none,,0.13624242155406385,12,41,0.041255049786586506,329,147,large,0.0012730233299131978,0.0024088130091554243,idw,0.6966065901271876,6,False,COMPLETE
17,2473.802535592095,0.7581382596684558,False,False,False,False,True,True,False,False,True,False,none,,0.27793786047951485,12,61,0.2806394600668494,307,140,large,4.440215580031866e-06,4.715527866595205e-06,capacity,0.8189952871390744,0,False,COMPLETE
18,2124.9554293463348,0.5161763807849357,False,False,False,True,False,True,True,False,False,True,none,1.0,0.1053225164120976,11,31,0.39142445777220547,413,124,large,0.016133819182708776,8.579238326489267e-08,max,0.5693814896577198,0,False,COMPLETE
19,1476.1999157635198,0.7589846419670897,False,False,False,False,True,True,False,False,True,False,none,,0.18606749830354533,13,47,0.10268141051321145,764,92,none,1.5106055985073425e-05,1.639462218766747e-06,None,0.6477376971526758,6,False,COMPLETE
20,1462.4300538908674,0.5789895460909165,False,False,False,False,True,True,False,False,True,False,none,,0.18204011321447727,14,45,0.11447040664127842,754,90,none,1.842651423341228e-05,1.3405912523776082e-05,None,0.6430540159185784,6,False,COMPLETE
21,1423.0946512705689,0.5954314952090363,False,False,False,False,True,True,False,False,True,False,none,,0.18916455226338996,14,43,0.12583166778988278,755,91,none,1.0353404441764476e-05,7.5704892966214815e-06,None,0.6397684194519601,6,False,COMPLETE
22,1441.54688602885,0.5749004887805975,False,False,False,False,True,True,False,False,True,False,none,,0.17471462989118322,14,44,0.1184032738222516,758,88,none,9.38467547976548e-06,1.9930026248796912e-05,None,0.7338555264399418,6,False,COMPLETE
23,1485.2486132250297,0.5706031383084305,False,False,False,False,True,True,False,False,True,False,none,,0.17658460910834842,16,35,0.00036843035807987423,904,85,none,8.731450283229375e-06,1.640111009906111e-05,None,0.7467024433867742,6,False,COMPLETE
24,1467.4138941107751,0.5699903462141322,False,False,False,False,True,True,False,False,True,False,none,,0.08139621690060331,14,23,0.13004586094697235,633,102,none,1.615137269728893e-05,0.00013349880683550757,None,0.8666374860733526,6,False,COMPLETE
25,1464.4716379442946,0.5746643235000838,False,False,False,False,True,True,False,False,True,False,none,,0.20793610928801262,14,50,0.0731040234045432,893,68,none,2.4502458306331387e-07,0.48326537551986465,None,0.7259355973262618,6,False,COMPLETE
26,2358.3954954467504,0.7036570685983716,True,False,True,True,False,False,True,False,False,True,none,12.0,0.15127090343614388,16,37,0.1348598814448408,746,113,none,0.00041859687218945784,1.4709285174830833e-05,None,0.7075425173848054,6,False,COMPLETE
27,2325.421446360222,0.6073170281155706,False,False,False,False,True,True,False,False,True,False,none,6.0,0.08339976739515677,13,65,0.037046355415109436,768,97,none,1.9784535293278374e-05,8.905658356205402e-05,None,0.6357862084493147,6,False,COMPLETE
28,1579.8586314151855,0.5442192521099161,False,False,False,False,True,True,False,False,True,False,none,1.0,0.15335072677960118,14,41,0.12161133540431397,850,82,none,2.19557411607375e-06,0.0028939789146908363,None,0.7925423417016049,6,False,COMPLETE
29,2150.666129641113,0.6503959889046086,False,False,False,True,False,True,True,True,True,True,none,12.0,0.0941426958281587,10,53,0.188875358438285,922,58,none,1.396668880981658e-08,4.956554049796318e-06,None,0.5579294903559535,6,False,COMPLETE
