number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_solar_geometry,params_vapor_pressure,state
10,437.4672047606521,small,0.8665738995905371,False,True,True,True,True,False,False,False,False,True,False,1.0,0.040996195281211976,4,94,0.4502842508199649,973,55,none,3.96502316571182e-08,0.6687289982266177,none,distance_capacity,0.9977668317852648,False,True,COMPLETE
11,464.0979789365186,medium,0.9903974492530924,True,False,False,True,True,True,False,True,False,False,True,1.0,0.250049826425614,3,75,0.3713099105258586,338,63,small,3.433989866462223e-07,0.05481535298943172,large,idw,0.8603176557635899,False,True,COMPLETE
12,468.4446455489571,medium,0.8936795586218682,True,True,True,True,True,True,True,True,False,False,False,6.0,0.11246226389718637,6,66,0.35387264999467866,817,115,small,0.0009240723557832948,2.571794347669357e-06,none,distance_capacity,0.5445668593760116,False,True,COMPLETE
13,369.06958953261574,large,0.7011363329929221,True,False,False,True,True,False,False,False,False,False,True,,0.044675225108981774,6,48,0.1437772644645534,401,11,small,1.0559306176281869e-06,5.443372009417186e-06,large,None,0.6022125996171209,False,False,COMPLETE
14,365.3577251259641,large,0.6944841097653396,True,True,False,True,True,False,False,False,False,True,False,1.0,0.04562792805496,7,45,0.12472704223787434,445,10,small,1.0707390108182417e-06,1.2674982632093544e-08,large,None,0.5904478082622009,False,False,COMPLETE
15,377.37904102549663,large,0.6937155611721185,True,True,True,True,True,False,False,False,False,True,False,1.0,0.030789336450901313,11,35,0.14929728192131525,729,10,small,1.8132955873882749e-06,1.0527718816571639e-08,large,None,0.7951943092839331,False,True,COMPLETE
16,395.6196400620191,large,0.527751916585685,True,True,False,True,True,False,False,False,False,True,False,1.0,0.06677359309147081,8,63,0.1570819230331065,473,47,none,1.961168733072694e-08,0.007988345844892018,large,distance_capacity,0.5053547408139721,False,True,COMPLETE
17,350.17636875002313,large,0.8045015419661724,True,True,True,True,True,False,False,False,False,True,False,1.0,0.04717444627533611,12,86,0.07335600329581826,738,63,small,0.0022612347483297684,0.790472453285786,none,None,0.6117354147583904,False,False,COMPLETE
18,349.2945731207371,large,0.730071984481294,False,True,False,True,True,False,False,False,False,True,False,1.0,0.061601262432783147,12,56,0.07687940472913311,970,144,small,0.0007456828368898109,1.550704326457567e-08,large,None,0.6121662800740767,False,False,COMPLETE
19,334.4817269681287,none,0.7677482027445935,False,True,True,True,True,False,False,False,False,True,False,1.0,0.09887581667853783,12,60,0.07836628760428167,982,148,none,0.0007845049504857681,3.8227556908416127e-07,none,None,0.6089561174965292,False,False,COMPLETE
20,454.1562100378581,none,0.7306484501545927,False,True,True,True,True,False,False,False,False,True,False,6.0,0.10618909776468817,16,53,0.060462976496124754,956,148,none,0.00021774744808799733,2.504467030042977e-07,large,None,0.9104055351763333,False,False,COMPLETE
21,361.45252143287803,none,0.805736092610858,False,True,True,True,True,False,False,False,False,True,False,1.0,0.060655148862853815,12,58,0.08270781080194223,893,130,none,0.0023406674357572916,7.617380321724609e-08,none,None,0.6169913643105036,False,False,COMPLETE
22,384.0864175327769,none,0.6396262509853244,False,True,True,True,True,False,False,False,False,True,False,1.0,0.07685759166163961,13,33,0.09219649786500086,896,133,none,0.004986573388829016,8.152712925772121e-07,none,None,0.5657007596843353,False,False,COMPLETE
23,357.15767181558994,small,0.7358645438903346,False,True,True,True,True,False,False,False,False,True,False,1.0,0.1308507012824281,12,87,0.19928277449203177,780,131,none,0.00035446344774656493,2.998204444027332e-08,none,None,0.6426862982111966,False,False,COMPLETE
24,351.95121143852793,none,0.7919207702869585,False,True,True,True,True,False,False,False,False,True,False,1.0,0.08183278851980039,11,56,0.07202744738534234,1000,108,small,0.0027398102629429713,1.2388914600836278e-06,none,idw,0.5025638431691553,False,False,COMPLETE
25,350.6272485344623,large,0.8350697821146954,False,True,True,True,True,False,False,False,False,True,False,1.0,0.034922921869846156,13,87,0.008608678914100151,868,69,none,0.03372182425060024,0.35782108695239434,none,mean,0.7635759489402058,False,False,COMPLETE
26,338.0055486925091,large,0.7535501902407287,False,True,False,False,True,False,False,False,True,True,False,1.0,0.01982928000347761,11,63,0.18416877872186183,721,139,small,0.1048459991353857,0.0008365973698789301,none,n_panels,0.6284226952894476,False,False,COMPLETE
27,346.35126062740216,none,0.6099615808868618,False,True,False,False,True,False,False,False,True,True,False,1.0,0.019256607895909675,11,61,0.19308919857025553,687,136,small,0.20180888862204813,0.0010026353729950949,large,n_panels,0.571049603569236,False,False,COMPLETE
28,389.24450797521916,none,0.5897981095433809,False,True,False,False,True,False,False,False,True,True,False,6.0,0.01955629370177839,10,69,0.1844980563811493,673,125,large,0.7522663730742917,0.0008941867299486631,none,n_panels,0.5671263641020807,False,False,COMPLETE
29,426.27189950338783,none,0.6691137958852311,False,True,False,False,False,False,False,False,True,True,False,12.0,0.015323658232351331,14,62,0.17841355138127077,747,141,none,0.10611015757176066,0.0055115416005554405,medium,n_panels,0.6402296909481634,False,False,COMPLETE
