number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
14,2059.1735840144174,0.5930681964663924,True,True,True,True,True,False,True,True,True,False,large,,0.2966243257611421,9,10,682,large,2.021658379855966e-08,0.00031342426256234423,capacity,0.8553706358702474,0,True,COMPLETE
15,1315.675663589445,0.5035188227342907,True,True,True,True,True,False,True,True,True,False,large,,0.06315888093108425,9,6,304,large,7.087446490238177e-06,0.11038395017941112,None,0.7318753221766472,0,True,COMPLETE
16,1283.6325050684275,0.6131534201005755,True,True,True,True,True,False,True,True,True,False,large,,0.010422378119870622,9,6,497,large,7.979391266816475e-06,0.06304300452549173,None,0.9996259705265362,2,True,COMPLETE
17,1287.9157932637615,0.6044004467698444,True,True,True,True,True,False,True,True,True,False,large,,0.012908843181288408,8,7,519,large,3.921904337514086e-05,0.0003205685714864012,None,0.996470491863132,2,True,COMPLETE
18,2017.4075192984328,0.6299393093721821,True,True,True,True,False,False,False,True,False,False,large,,0.01051588442893062,8,8,533,large,2.2311225537532186e-05,0.0002082668507220922,capacity,0.9928352421759201,2,False,COMPLETE
19,2860.2794835139716,0.8034476764833794,True,True,True,True,True,False,True,True,True,False,none,12.0,0.010744868239093033,9,7,615,large,1.6890870295550764e-07,2.1536230316572288e-06,distance_n_turbines,0.99999938519657,2,True,COMPLETE
20,2460.2955505060327,0.6978056206110272,True,True,True,True,True,False,True,True,True,False,large,1.0,0.0186411918522514,8,8,740,large,0.0005223385028436495,0.0004604441399503145,idw,0.9283294955447197,2,True,COMPLETE
21,1294.4754131239927,0.5869438993876216,True,True,True,True,True,False,True,True,True,False,large,,0.017396714812540973,9,5,499,large,2.1929604943560177e-05,0.05286428009875307,None,0.724999852446126,2,True,COMPLETE
22,1294.9468433641684,0.5883717358524445,True,True,True,True,True,False,True,True,True,False,large,,0.01598262145184908,9,5,510,large,2.2802130968433912e-05,0.030750910796455557,None,0.7307293891655566,2,True,COMPLETE
23,1285.8836674251277,0.5774067175405551,True,True,True,True,True,False,True,True,True,False,large,,0.014236419956243175,7,7,484,large,1.3516996419483112e-07,0.001391487587712527,None,0.9489592419863203,2,True,COMPLETE
24,1293.3612594823924,0.664963435137672,True,True,True,True,True,False,True,True,True,False,large,,0.027237425809823856,7,7,585,large,1.442941182519374e-07,0.0013765989047962166,None,0.9546845198465631,2,True,COMPLETE
25,1258.9288512790965,0.5700201819077056,True,True,True,True,True,False,True,True,True,False,large,,0.013079718304860783,5,9,391,large,7.975945494644002e-08,0.0009733690561637337,None,0.9098829447271899,2,True,COMPLETE
26,1308.2242582846418,0.5592353155375372,True,True,True,False,False,True,False,False,False,False,large,,0.024728759089022372,5,10,408,large,7.490069237218035e-08,8.080397291330861e-05,None,0.9081831371208657,2,False,COMPLETE
27,1256.8436409977073,0.5594644493588441,True,True,True,True,True,False,True,True,True,False,large,,0.013671680832214966,5,9,381,large,5.938885189111592e-08,0.0016447437968149122,None,0.9537876773542723,2,True,COMPLETE
28,2291.1167570620614,0.6243128322532147,True,True,True,True,True,False,True,True,True,False,none,12.0,0.02421911583491142,4,9,373,large,1.1503797071888406e-08,0.01875523872516694,capacity,0.8280168294853688,2,True,COMPLETE
29,1633.8412832053127,0.6848719175719657,False,True,True,False,True,True,False,True,False,True,small,1.0,0.010162089710168052,5,9,364,small,4.5975282644536483e-08,6.342239769240173e-05,idw,0.5055751612507012,2,True,COMPLETE
