number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
10,1273.09526256118,none,0.6480002254092203,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,12.0,0.01827825306772346,3,75,0.27035890830212866,308,148,small,0.0008828026494202702,0.00017885222839213348,short,idw,0.661061783950531,none,COMPLETE
11,1083.0551585921537,none,0.5063931293123167,False,True,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,1.0,0.07716457666354755,6,12,0.23134360924713768,373,147,small,0.00407629506048973,0.0018823539100817183,short,idw,0.6227426991901484,medium,COMPLETE
12,993.978574463467,medium,0.6710685697645669,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,1.0,0.07261816503794301,16,27,0.26643523592368584,452,125,small,0.00014452143964947478,1.2213313077070892e-05,short,mean,0.5008270386788233,medium,COMPLETE
13,1014.364677060092,none,0.6159534123875127,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,1.0,0.027987648137026658,12,72,0.19327201731107735,989,58,small,0.016627189223691774,4.1074160734483874e-08,short,energy,0.6818286730863203,medium,COMPLETE
14,1253.6063640948075,small,0.7295221104369659,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,,0.09651636345977975,5,28,0.34146721421174764,634,11,small,6.642087854434019e-05,3.583089963057168e-05,short,population,0.5649503008691656,medium,COMPLETE
15,1095.5555109318595,medium,0.5092647830518351,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,1.0,0.05132883567453978,16,69,0.004214616756403843,755,74,small,0.024272780855851942,0.004213983930926541,short,idw,0.695007343535223,none,COMPLETE
16,1074.5484986186066,none,0.727379701501907,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,1.0,0.15128086669295954,12,82,0.18061971500325374,548,128,none,0.0003542815890877241,5.069166222807456e-07,short,mean,0.5958839215906127,medium,COMPLETE
17,1028.7137795313745,none,0.5790999107182906,False,True,False,True,False,True,False,True,False,True,True,True,False,False,True,False,True,1.0,0.06459789430684491,14,24,0.33962318742220376,402,76,small,1.1955326678804118e-05,0.8641171879197864,short,energy,0.8554411256388079,medium,COMPLETE
18,1119.610135910282,medium,0.8504410064554454,True,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,True,12.0,0.025566644759821577,4,63,0.16486851535066036,693,59,small,0.0015290797741496205,0.00032656922087106175,short,None,0.7229131998073004,small,COMPLETE
19,1338.3735834116544,small,0.6990129978443557,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,,0.11154045437828146,14,39,0.3092482135402666,573,123,none,0.03394795515294423,0.02468836789417409,none,distance_energy,0.6365472665669654,none,COMPLETE
20,1236.7113722312524,medium,0.9905632613228834,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,1.0,0.0506022775936328,11,85,0.39015352771028583,831,22,small,4.169619310300218e-06,0.0010644334788763375,short,population,0.5316209869908931,medium,COMPLETE
21,1011.8535397117818,medium,0.6334716919656506,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,1.0,0.08312922318227299,16,20,0.2691368369580278,455,126,small,0.00041117147826500393,2.7286029403212008e-05,short,mean,0.5149667241379942,medium,COMPLETE
22,1047.0344650568422,medium,0.6854808994271635,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,1.0,0.0700461918154309,16,30,0.23097323425876606,459,136,small,8.969453132986582e-05,9.707109602969147e-06,short,mean,0.5594866015142467,medium,COMPLETE
23,964.9884394919067,medium,0.6098427940563127,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,1.0,0.13179033449195343,15,13,0.2939204095916922,320,88,small,0.004379693430777505,2.9058924131246027e-06,short,mean,0.5035440770739157,medium,COMPLETE
24,1032.8976732357817,medium,0.6049903096393466,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,1.0,0.1268116658812921,14,15,0.3096422314346035,306,89,small,0.004986689149606492,1.8355326453405433e-07,short,idw,0.6009458677661621,medium,COMPLETE
25,987.6267747415504,none,0.5437782605690302,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,1.0,0.22675450399549607,13,5,0.14159938065526978,343,54,small,0.07985112171596004,3.296454207579394e-06,short,mean,0.5507491943555833,small,COMPLETE
26,1079.8596374405822,medium,0.5934014238151099,True,True,False,False,True,False,False,True,True,True,True,False,True,False,True,False,False,1.0,0.03885273303013742,15,34,0.2082874365907939,408,112,small,0.0023272169379735586,1.1457197196126326e-08,short,mean,0.6207132592879293,medium,COMPLETE
27,1269.4016817382926,medium,0.5381856884462556,False,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,,0.1418029298221265,11,63,0.4120385100307867,703,88,small,0.652790388761958,6.241166884347676e-05,short,idw,0.5088716458525565,medium,COMPLETE
28,1121.1257068547527,none,0.6501483032123231,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,12.0,0.18982777447873003,7,17,0.31618156447347984,511,26,none,0.015892658820547995,2.0055314341079637e-06,none,mean,0.5819232955787257,none,COMPLETE
29,1100.337844016143,small,0.6999669768206769,False,False,False,True,False,True,True,True,False,True,False,False,False,True,True,True,False,6.0,0.03304536743796988,13,5,0.07032115838037045,856,49,medium,3.4417532118806556e-08,1.5199519873291499e-07,long,distance_energy,0.5429397278581968,small,COMPLETE
