number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,params_use_base_models_pred_intervals,state
10,1029.7482071058419,none,0.6973999827375662,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,0.031090163713090146,8,1,980,medium,0.000702710045590639,0.005713762697626837,short,population,0.898274996614926,medium,True,COMPLETE
11,940.7728085394219,medium,0.7386487843540044,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,True,0.10924380783736794,3,7,305,medium,2.9963368558352102e-05,3.4073087487634045e-06,short,distance_population,0.8417044022428815,small,False,COMPLETE
12,968.0992615104506,medium,0.730034794951343,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,0.08863370975297416,3,7,317,medium,4.8853205170294174e-05,2.9486629181458944e-06,short,distance_population,0.8486760955849105,medium,False,COMPLETE
13,1017.0038741927274,small,0.513344537344967,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,0.04110173201084919,3,8,310,medium,0.00045984559126791507,0.0009601943556477384,short,max,0.977033271452477,small,False,COMPLETE
14,925.0593696004607,none,0.745847327448288,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,0.08562072170846889,4,3,403,medium,3.3128365476158366e-06,1.9746344674242393e-06,short,idw,0.8240888152920405,medium,True,COMPLETE
15,993.0228662959489,none,0.5914655057634768,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,False,True,0.07446415834611213,8,3,427,medium,2.2343541734364734e-06,0.0007204851937498329,short,idw,0.7689826481971207,medium,True,COMPLETE
16,934.7048130134926,none,0.7720830302119976,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,0.2148151234940466,4,3,651,medium,1.6118203775372733e-06,2.428982733450325e-06,short,idw,0.6750480616540073,medium,True,COMPLETE
17,976.7306432383812,none,0.6703794973630051,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,0.2698572932069231,5,3,603,none,8.297224678953396e-07,1.5038603654385054e-06,short,idw,0.6691963350701909,medium,True,COMPLETE
18,1067.8702282238567,none,0.9223446301239215,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,False,0.20066528541517656,4,4,827,medium,0.7420340198801194,6.113510860206099e-07,short,idw,0.6103928042864624,medium,True,COMPLETE
19,1125.926589443326,none,0.7546235592458773,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,0.1848019576079469,8,2,577,medium,0.0003165650981864355,1.0544433820755897e-05,long,max,0.6733081607785355,medium,True,COMPLETE
20,974.0043348118753,none,0.595825499470938,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,0.037248607932235354,4,4,709,none,1.381869174524176e-06,3.791979851477825e-07,short,distance_energy,0.9109553588186251,medium,True,COMPLETE
21,958.2384025828305,none,0.7646144638630405,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,0.08394239020233553,4,2,426,medium,1.0152679857192887e-05,0.9739397603453545,short,idw,0.8124663420617563,medium,True,COMPLETE
22,945.6504380004648,small,0.84730887102209,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,0.04561904043698736,4,2,468,medium,2.301504154351908e-06,0.00020182647102997482,short,idw,0.7306190396705733,medium,True,COMPLETE
23,922.0987857915447,none,0.7072728498781478,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,0.027971768377161994,5,1,390,medium,0.0020396602890557078,0.08163304226169518,short,idw,0.8750984068603594,medium,True,COMPLETE
24,1042.7441635379064,none,0.6821738720387458,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,0.02039087677176032,5,4,376,medium,0.003839761939604062,1.0526388379584587e-05,short,population,0.8664200214928693,medium,True,COMPLETE
