number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
18,1022.5669782320364,none,0.631916935946523,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,6.0,0.016701108407214907,5,9,311,none,1.514776895742369e-06,3.4285731541472505e-07,long,max,0.644800845899711,medium,COMPLETE
19,1091.6926559336478,none,0.7249633609953797,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,1.0,0.028954422765579916,9,10,398,none,2.991517272139786e-05,1.616482718854471e-08,none,idw,0.5886525843363208,medium,COMPLETE
20,1561.0503243946193,none,0.8445181638485264,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,12.0,0.060357533692562707,3,8,539,none,0.00023314902604790205,0.9188186008334961,long,mean,0.698618257562122,medium,COMPLETE
21,948.9887693661981,none,0.6139027817427254,True,False,True,True,True,False,False,False,True,False,True,False,True,True,False,False,True,12.0,0.04815577962316542,9,8,571,none,0.005002341258615707,3.860590934565527e-06,none,distance_population,0.7870516549099037,medium,COMPLETE
22,902.3262676674082,none,0.6306797430418345,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,12.0,0.044675256580738995,9,7,394,none,0.005570720693027204,3.5685682836155234e-06,none,distance_population,0.7710190775100408,medium,COMPLETE
23,1129.3026847543333,none,0.6766222088166975,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,12.0,0.03939457663572438,7,7,392,none,0.05608126959597346,9.59323638659268e-07,none,distance_population,0.5677640935911894,medium,COMPLETE
24,1005.3259860900115,none,0.6538126401271636,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,12.0,0.01607616913188261,9,9,471,none,0.0018935655735916408,9.69722863213607e-06,none,distance_population,0.689985876080054,medium,COMPLETE
25,1014.7535496503177,small,0.7495081942288548,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,12.0,0.028365340847421292,8,7,309,none,8.615534356253522e-05,2.3648272519838673e-07,none,distance_population,0.7740670709495587,small,COMPLETE
26,1308.2211931415443,none,0.6137149309829476,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,12.0,0.06997746751279414,6,5,421,none,0.012973968098279692,0.00026957249952986136,none,distance_population,0.9541684333153029,medium,COMPLETE
27,1274.4177896899907,none,0.5412094426637368,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,True,6.0,0.13198398087935434,4,10,359,none,0.07629607416320566,0.002051757563967282,none,distance_population,0.6275578626849125,medium,COMPLETE
28,1195.5048530877068,none,0.6803834160167866,True,False,True,True,False,False,True,False,False,True,True,True,True,True,False,False,True,1.0,0.015448527102906515,10,9,523,none,3.718880940105611e-06,0.00011122575904729916,short,None,0.8400087024955908,small,COMPLETE
29,987.6849331258281,small,0.7217120636209942,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,12.0,0.026223472388835652,10,3,497,medium,0.0017443980185205253,1.1358336478227385e-06,long,population,0.503030584454456,medium,COMPLETE
